"geoid","location","median_income","median_rent","percent_poverty_150","number_rental_units","avg_edu","pop_asian","pop_black","pop_female","pop_immigrant","pop_latin_hispanic","pop_male","pop_native_american","pop_other","pop_owners","pop_pacific_islander","pop_tenants","pop_white","total_population","renter_asian","renter_black","renter_hispanic_latin","renter_household_total","renter_multiple_race","renter_native_american","renter_other","renter_pacific_islander","renter_white","renter_white_alone","year","cpi_rent","cpi_all","median_rent_adj","median_income_adj"
"0406015","Big Park CDP, Arizona",49740,1153,0.139854614412137,3231,15.8707165109034,0.00790139064475348,0.0120101137800253,0.531131479140329,0.0510429835651075,0.0493046776232617,0.468868520859671,0.0120101137800253,0.00774336283185841,0.329329962073325,0,0.325537294563843,0.973451327433628,6328,0,0,0.032258064516129,1147,0.015693112467306,0,0,0,0.984306887532694,0.952048823016565,2009,0.606418318290527,0.639057487710877,699.200320988977,31786.719438739
"0406260","Bisbee city, Arizona",34120,635,0.333897667419112,2605,14.5182842686293,0.010158201498751,0.0516236469608659,0.470774354704413,0.112739383846794,0.349875104079933,0.529225645295587,0.0208159866777685,0.0699417152373022,0.306577851790175,0,0.238967527060783,0.859283930058285,6005,0,0.0772251308900524,0.170157068062827,764,0.0130890052356021,0,0.0287958115183246,0,0.880890052356021,0.75261780104712,2009,0.606418318290527,0.639057487710877,385.075632114484,21804.6414806951
"0406470","Bitter Springs CDP, Arizona",41685,229,0.444711538461538,89,11.421568627451,0,0,0.519230769230769,0,0,0.480769230769231,0.992788461538462,0,0.163461538461538,0,0.221153846153846,0.00721153846153846,416,0,0,0,21,0,0.857142857142857,0,0,0.142857142857143,0.142857142857143,2009,0.606418318290527,0.639057487710877,138.869794888531,26639.1113752279
"0406610","Black Canyon City CDP, Arizona",33866,536,0.322053675612602,1161,13.9721236695388,0,0,0.525087514585764,0.0186697782963827,0.0517308440295605,0.474912485414236,0.0373395565927655,0.0155581485803189,0.329443796188254,0,0.284714119019837,0.947102294826916,2571,0,0,0.226114649681529,314,0,0.305732484076433,0.0796178343949045,0,0.614649681528662,0.468152866242038,2009,0.606418318290527,0.639057487710877,325.040218603722,21642.3208788166
"0406820","Blackwater CDP, Arizona",60100,NA,0.682170542635659,48,13.1125,0.193798449612403,0.0465116279069767,0.395348837209302,0.124031007751938,0.263565891472868,0.604651162790698,0.682170542635659,0,0.248062015503876,0,0.248062015503876,0.124031007751938,129,0,0,0,16,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,NA,38407.3550114237
"0407025","Bluewater CDP, Arizona",30929,648,0.297590361445783,454,13.5339116719243,0,0.0144578313253012,0.507228915662651,0.0204819277108434,0.191566265060241,0.492771084337349,0.0855421686746988,0.0843373493975904,0.420481927710843,0,0.292771084337349,0.853012048192771,830,0,0.0666666666666667,0.380952380952381,105,0.0285714285714286,0.142857142857143,0.247619047619048,0,0.514285714285714,0.380952380952381,2009,0.606418318290527,0.639057487710877,392.959070252261,19765.4090374097
"0407310","Bouse CDP, Arizona",30833,NA,0.260095011876485,416,13.3015320334262,0,0,0.562945368171021,0.0130641330166271,0.0498812351543943,0.437054631828979,0.00950118764845606,0.0308788598574822,0.458432304038005,0,0.0403800475059382,0.984560570071259,842,0,0,0.533333333333333,30,0,0,0,0,1,0.466666666666667,2009,0.606418318290527,0.639057487710877,NA,19704.0595185895
"0407940","Buckeye town, Arizona",61481,1070,0.189831863206874,10258,13.6943094600118,0.0333616433993312,0.0770476139922501,0.445007696799193,0.12065396252455,0.397499867296566,0.554992303200807,0.022347258347046,0.111975157917087,0.202611603588301,0.00931578109241467,0.259382132809597,0.776925526832634,37678,0.0152439024390244,0.0636432926829268,0.327362804878049,2624,0.024390243902439,0.0110518292682927,0.14405487804878,0.0232469512195122,0.718368902439024,0.557545731707317,2009,0.606418318290527,0.639057487710877,648.867600570864,39289.8934019524
"0408220","Bullhead City city, Arizona",38505,793,0.301763765364245,16557,13.5420278929514,0.0270994639666468,0.0146664681357951,0.497344649593012,0.115420885447687,0.201831447290054,0.502655350406988,0.0256849315068493,0.0703295612467739,0.262805241215009,0.00347429025213421,0.407832042882668,0.890063529878896,40296,0.020278196748785,0.00670353611530082,0.18686106921401,5967,0.0159208982738395,0.0165912518853695,0.0377073906485671,0,0.902798726328138,0.767722473604827,2009,0.606418318290527,0.639057487710877,480.889726404388,24606.9085643073
"0408535","Burnside CDP, Arizona",33088,480,0.266968325791855,82,15.3253968253968,0.0497737556561086,0,0.592760180995475,0,0,0.407239819004525,0.950226244343891,0,0.122171945701357,0,0.692307692307692,0,221,0.2,0,0,55,0,0.8,0,0,0,0,2009,0.606418318290527,0.639057487710877,291.080792779453,21145.1341533775
"0409340","Cameron CDP, Arizona",18350,659,0.625,279,11.8483146067416,0,0,0.526851851851852,0,0,0.473148148148148,0.987962962962963,0,0.192592592592593,0,0.205555555555556,0.012037037037037,1080,0,0,0,71,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,399.629671753457,11726.7048994946
"0409690","Camp Verde town, Arizona",41750,670,0.285121237852628,3832,13.6153423150949,0.00927835051546392,0.012933458294283,0.495220243673852,0.074601686972821,0.151358950328022,0.504779756326148,0.0878163074039363,0.0582005623242737,0.281724461105904,0.00740393626991565,0.200749765698219,0.852108716026242,10670,0,0,0.151331719128329,826,0.0217917675544794,0.14043583535109,0.0738498789346247,0,0.763922518159806,0.702179176755448,2009,0.606418318290527,0.639057487710877,406.300273254653,26680.6501119291
"0410040","Canyon Day CDP, Arizona",21680,NA,0.948849104859335,134,12.1978021978022,0,0,0.447570332480818,0,0,0.552429667519182,0.936061381074169,0,0.217391304347826,0,0.50383631713555,0.0639386189258312,391,0,0,0,49,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,NA,13854.7663335718
"0410180","Carefree town, Arizona",102692,1519,0.0631882538017829,1804,16.3436411149826,0,0,0.51651809124279,0.0839014158363922,0,0.48348190875721,0,0,0.426324069218668,0,0.0582066072364971,1,3814,0,0,0,178,0,0,0,0,1,1,2009,0.606418318290527,0.639057487710877,921.14942548331,65626.0915280054
"0410530","Casa Grande city, Arizona",43741,739,0.286473392201297,14656,13.7565078955295,0.0258618460185688,0.0488530271290765,0.534021258437427,0.104921509297334,0.394393151783174,0.465978741562573,0.0558874492461272,0.175524348928026,0.246566839941035,0.0043965138231567,0.337471228696304,0.725605813742985,38667,0.00917610308473253,0.0251854744240531,0.297540023428348,5122,0.0197188598203827,0.106208512299883,0.156579461147989,0,0.68313158922296,0.549590003904725,2009,0.606418318290527,0.639057487710877,448.143137216699,27953.0135699615
"0410670","Casas Adobes CDP, Arizona",57738,918,0.159470290991462,22834,15.1858340784418,0.0382201262129334,0.0231051095881116,0.535370156748321,0.0801723552961933,0.19715681617697,0.464629843251679,0.0172016014114134,0.0836499966071792,0.260789170116034,0.000593743638461016,0.27358010449888,0.866645178801656,58948,0.0294866639860609,0.0233212706071572,0.142474199169012,7461,0.0186302104275566,0.0130009382120359,0.0593754188446589,0,0.856185497922531,0.784747352901756,2009,0.606418318290527,0.639057487710877,556.692016190703,36897.9012254506
"0411160","Catalina CDP, Arizona",43475,847,0.206015405306272,3158,14.2031401748139,0.0275051496425542,0.0140554949715255,0.502605113292136,0.0535562825639162,0.202956500666424,0.497394886707864,0.00581606688476917,0.10747606930813,0.317096813280019,0.00242336120198716,0.159335999030656,0.875923906458258,8253,0,0.0406654343807763,0.140480591497227,541,0.0184842883548983,0,0.0924214417744917,0,0.848428835489834,0.800369685767098,2009,0.606418318290527,0.639057487710877,513.636315592076,27783.0242782304
"0411230","Catalina Foothills CDP, Arizona",85559,897,0.0808761731334921,24633,16.5297292223943,0.0545594217574244,0.0148750807479442,0.532395202262688,0.0949421233653997,0.0968102379663739,0.467604797737312,0.0149798348377185,0.0324213907851319,0.324231366866281,0.00195540967578609,0.202873753862807,0.896991811721983,57277,0.034147146156384,0.0202903332233586,0.124711316397229,6062,0.00874298911250412,0.0290333223358628,0.0643352029033322,0.00676344440778621,0.836687561860772,0.781095348069944,2009,0.606418318290527,0.639057487710877,543.957231506603,54677.1195910549
"0411300","Cave Creek town, Arizona",86081,851,0.101961545931249,2134,15.72088878327,0.0178675470965236,0,0.495241794523208,0.0757428626917848,0.0629248397747135,0.504758205476792,0.00233054962128569,0.0163138473489998,0.33190910856477,0,0.15167993785201,0.973781316760536,5149,0,0,0.181176470588235,425,0.124705882352941,0,0,0,0.875294117647059,0.790588235294118,2009,0.606418318290527,0.639057487710877,516.061988865238,55010.70759964
"0411720","Central Heights-Midland City CDP, Arizona",50805,493,0.282451575599884,1113,13.5732208029197,0,0,0.603507763082231,0.00431282346175963,0.251868890166763,0.396492236917769,0.00287521564117309,0.0264519838987924,0.271707878090857,0,0.187751581368603,0.970672800460034,3478,0,0,0.0416666666666667,168,0,0,0,0,1,0.958333333333333,2009,0.606418318290527,0.639057487710877,298.96423091723,32467.3156631511
"0412000","Chandler city, Arizona",70413,1024,0.138219838875443,84967,15.0423331313078,0.0768218965702081,0.0559743033621692,0.500078343408021,0.136688630309828,0.223146766066584,0.499921656591979,0.0206950297292617,0.060373904223122,0.238238180453732,0.00445320424538805,0.304475470266615,0.818837053957991,242522,0.0518224281878701,0.0780094891316341,0.219206296664092,27189,0.028430615322373,0.017396741329214,0.0425907536135937,0.00356761925778808,0.778182353157527,0.609842215601898,2009,0.606418318290527,0.639057487710877,620.972357929499,44997.954882186
"0412630","Chilchinbito CDP, Arizona",14044,NA,0.704678362573099,83,9.96938775510204,0,0,0.467836257309941,0,0,0.532163742690059,1,0,0.230994152046784,0,0.108187134502924,0,342,0,0,0,4,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,NA,8974.92335741155
"0412770","Chinle CDP, Arizona",21426,442,0.592906707787201,1099,11.1784460052678,0,0.00880060346995223,0.498868493839578,0,0,0.501131506160422,0.935378425949208,0,0.125722906713603,0,0.469197887855167,0.0558209705808398,3977,0,0.0584307178631052,0,599,0,0.71118530884808,0,0,0.230383973288815,0.230383973288815,2009,0.606418318290527,0.639057487710877,268.036896684413,13692.4457316932
"0412840","Chino Valley town, Arizona",41609,673,0.260819937220584,4225,14.1286541643685,0.0118470149253731,0.00251865671641791,0.516511194029851,0.0615671641791045,0.113339552238806,0.483488805970149,0.0441231343283582,0.0154850746268657,0.330783582089552,0,0.165018656716418,0.970522388059701,10720,0,0,0.0765832106038292,679,0,0,0.0117820324005891,0,0.988217967599411,0.923416789396171,2009,0.606418318290527,0.639057487710877,408.119528209525,26590.5430061619
"0413190","Chuichu CDP, Arizona",26023,NA,0.561933534743202,67,11.8333333333333,0,0.141993957703928,0.555891238670695,0,0,0.444108761329305,0.858006042296072,0,0.163141993957704,0,0.18429003021148,0,331,0,0,0,13,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,NA,16630.1930027001
"0413400","Cibecue CDP, Arizona",22704,497,0.782692307692308,250,11.3932481751825,0,0.0519230769230769,0.536538461538462,0,0,0.463461538461538,0.948076923076923,0,0.152884615384615,0,0.356730769230769,0,1040,0,0,0,91,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,301.389904190392,14509.1612009877
"0413470","Cibola CDP, Arizona",38170,NA,0,99,13.6121495327103,0,0,0.418181818181818,0.229090909090909,0.298181818181818,0.581818181818182,0,0.298181818181818,0.258181818181818,0,0.229090909090909,0.770909090909091,275,0,0,1,28,0,0,1,0,0,0,2009,0.606418318290527,0.639057487710877,NA,24392.8243059242
"0413890","Clarkdale town, Arizona",35625,939,0.222442407728511,1648,13.757133486389,0,0.0303778710792788,0.559150407508027,0.0254383798468758,0.142010372931588,0.440849592491973,0.0728574956779452,0.0269202272165967,0.326253395900222,0,0.156581872067177,0.880958261299086,4049,0,0,0.073394495412844,327,0,0,0.073394495412844,0,0.926605504587156,0.926605504587156,2009,0.606418318290527,0.639057487710877,569.426800874805,22766.4229997
"0413960","Claypool CDP, Arizona",28333,637,0.280561122244489,722,13.2813067150635,0,0.0334001336005344,0.574482297929192,0.0146960587842351,0.259853039412158,0.425517702070808,0,0.114228456913828,0.414829659318637,0,0.140280561122244,0.885771543086172,1497,0,0,0.148514851485149,101,0,0,0.148514851485149,0,0.851485148514851,0.851485148514851,2009,0.606418318290527,0.639057487710877,386.288468751066,18106.4157993123
"0414380","Clifton town, Arizona",49257,377,0.278820375335121,970,13.2739055299539,0.0186951545211751,0,0.486074017550553,0.0557039297977871,0.589088134299885,0.513925982449447,0.0289965661961084,0.151087371232354,0.160625715375811,0,0.612743227775658,0.838992750858451,2621,0,0,0.462659380692168,549,0.0182149362477231,0.0145719489981785,0.0765027322404372,0,0.890710382513661,0.504553734061931,2009,0.606418318290527,0.639057487710877,228.619705995529,31478.0546721747
"0414870","Colorado City town, Arizona",45521,1154,0.665141612200436,501,13.255380794702,0,0,0.529578077424967,0.00826446280991736,0,0.470421922575033,0,0,0.0169638973466725,0,0.814919530230535,1,4598,0,0,0,423,0,0,0,0,1,1,2009,0.606418318290527,0.639057487710877,699.806739307268,29090.5358980868
"0415220","Congress CDP, Arizona",30175,538,0.451291079812207,692,14.0082946250829,0,0,0.498826291079812,0.104460093896714,0.07981220657277,0.501173708920188,0,0.0264084507042254,0.359154929577465,0,0.170774647887324,0.973591549295775,1704,0,0,0.1,80,0,0,0,0,1,0.9,2009,0.606418318290527,0.639057487710877,326.253055240303,19283.5596916757
"0415500","Coolidge city, Arizona",37729,640,0.359104570421805,3868,12.934816617417,0.00660338423442014,0.0910028889806026,0.552001650846059,0.0908997111019397,0.374535699546017,0.447998349153941,0.0937886917044986,0.199546017333884,0.26723070573669,0,0.369892695006191,0.654457284358234,9692,0,0.0962441314553991,0.379499217527387,1278,0,0.118935837245696,0.210485133020344,0,0.57433489827856,0.415492957746479,2009,0.606418318290527,0.639057487710877,388.107723705937,24110.9999538437
"0415765","Cordes Lakes CDP, Arizona",28099,660,0.327636515214673,1037,13.4900388726919,0,0,0.467655541821178,0.0210135970333745,0.092295014421096,0.532344458178822,0.0218376596621343,0.0354346930366708,0.367531932426864,0,0.0984754841367944,0.942727647301195,2427,0,0,0,145,0,0.103448275862069,0,0,0.896551724137931,0.896551724137931,2009,0.606418318290527,0.639057487710877,400.236090071748,17956.8763471879
"0415920","Cornville CDP, Arizona",43147,1041,0.228749136143746,1191,14.3838817358131,0.0279889426399447,0.0100207325501037,0.500691085003455,0.0314443676572218,0.0466482377332412,0.499308914996545,0.0165860400829302,0.0224602626123013,0.326192121630961,0,0.24015203870076,0.945404284727021,2894,0,0,0.0526315789473684,247,0.0526315789473684,0,0,0,0.947368421052632,0.947368421052632,2009,0.606418318290527,0.639057487710877,631.281469340438,27573.4134222612
"0416030","Corona de Tucson CDP, Arizona",76000,1403,0.0504297994269341,586,15.2267493356953,0.00573065902578797,0,0.536389684813754,0.0143266475644699,0.157593123209169,0.463610315186246,0,0.0968481375358166,0.291117478510029,0,0.159885386819484,0.93352435530086,1745,0,0,0.128205128205128,78,0,0,0,0,1,0.871794871794872,2009,0.606418318290527,0.639057487710877,850.804900561609,48568.3690660266
"0416410","Cottonwood city, Arizona",33508,736,0.307291666666667,5083,13.7308884913536,0.00714540907466953,0.0101822079314041,0.539746337977849,0.105752054305109,0.195962843872812,0.460253662022151,0.0162558056448732,0.0659163987138264,0.243211861379064,0.00526973919256877,0.446588067166845,0.92604501607717,11196,0,0.0199152542372881,0.16228813559322,2360,0.0076271186440678,0.0343220338983051,0.0360169491525424,0,0.902118644067797,0.783474576271186,2009,0.606418318290527,0.639057487710877,446.323882261828,21413.5382982161
"0416485","Cottonwood-Verde Village CDP, Arizona",42046,1001,0.222806054427104,4768,13.9425033921303,0.021667965705378,0.00420888542478566,0.504442712392829,0.100389711613406,0.249883086515978,0.495557287607171,0.0268901013250195,0.0980514419329696,0.294699922057677,0.00771628994544037,0.234216679657054,0.879345284489478,12830,0.0131712259371834,0,0.302938196555218,987,0,0.0121580547112462,0.144883485309017,0,0.829787234042553,0.671732522796353,2009,0.606418318290527,0.639057487710877,607.024736608817,26869.8111282915
"0418580","Dennehotso CDP, Arizona",15750,585,0.76140350877193,178,11.5402777777778,0,0,0.487719298245614,0,0,0.512280701754386,1,0,0.187134502923977,0,0.136842105263158,0,855,0,0,0,18,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,354.754716199958,10065.1554314463
"0418740","Desert Hills CDP, Arizona",35853,811,0.297777777777778,951,13.236748064324,0,0,0.526913580246914,0.0854320987654321,0.194074074074074,0.473086419753086,0,0.131358024691358,0.44641975308642,0,0.0696296296296296,0.868641975308642,2025,0,0,0.25531914893617,47,0,0,0.25531914893617,0,0.74468085106383,0.74468085106383,2009,0.606418318290527,0.639057487710877,491.805256133617,22912.1281068981
"0419145","Dewey-Humboldt town, Arizona",46181,747,0.229177861364858,1337,14.3682622687047,0.00509110396570204,0,0.490621650589496,0.0345659163987138,0.0667202572347267,0.509378349410504,0.00589496248660236,0.032422293676313,0.313504823151125,0,0.116827438370847,0.965166130760986,3732,0,0,0.125748502994012,167,0,0,0.125748502994012,0,0.874251497005988,0.874251497005988,2009,0.606418318290527,0.639057487710877,452.994483763023,29512.313839976
"0419280","Dilkon CDP, Arizona",22794,438,0.694508894044857,286,11.3001824817518,0,0,0.589684372594303,0,0,0.410315627405697,1,0,0.0869899923017706,0,0.668206312548114,0.0130869899923018,1299,0,0,0,173,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,265.611223411251,14566.6763748817
"0419630","Dolan Springs CDP, Arizona",31089,NA,0.404761904761905,524,13.1212896622313,0,0,0.482886904761905,0.0870535714285714,0.205357142857143,0.517113095238095,0.165922619047619,0,0.380952380952381,0,0.0327380952380952,0.967261904761905,1344,0,0,1,12,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,NA,19867.6582354434
"0420050","Douglas city, Arizona",29258,489,0.476439790575916,5278,12.4138248847926,0.0116319646388275,0.0332092590438525,0.455798534372455,0.293765266953588,0.790043038269164,0.544201465627544,0.015237873676864,0.19216005583343,0.202105385599628,0,0.304175875305339,0.787832964987786,17194,0.0116472545757072,0.0127565169162507,0.868552412645591,1803,0.0183028286189684,0.0105379922351636,0.185801442041043,0,0.760953965612867,0.0965058236272879,2009,0.606418318290527,0.639057487710877,296.538557644068,18697.5439754448
"0420505","Drexel-Alvernon CDP, Arizona",46139,675,0.296956977964323,1301,12.7236394557823,0.00776495278069255,0.0291710388247639,0.452256033578174,0.157817418677859,0.645750262329486,0.547743966421826,0.0367261280167891,0.231269674711438,0.195592864637985,0.0117523609653725,0.209443861490031,0.706400839454355,4765,0,0.0921409214092141,0.398373983739837,369,0.029810298102981,0.035230352303523,0.246612466124661,0,0.596205962059621,0.479674796747967,2009,0.606418318290527,0.639057487710877,409.332364846106,29485.4734254921
"0420540","Drexel Heights CDP, Arizona",48982,851,0.268761025919392,8433,13.241268486917,0.0103646185010128,0.0307900067521945,0.50067521944632,0.15523295070898,0.641323430114787,0.49932478055368,0.0596218771100608,0.341627278865631,0.236630654962863,0.00300472653612424,0.192505064145847,0.590040513166779,29620,0,0.0463483146067416,0.5625,1424,0.0140449438202247,0.110955056179775,0.332865168539326,0,0.495786516853933,0.271769662921348,2009,0.606418318290527,0.639057487710877,516.061988865238,31302.3138630542
"0420680","Dudleyville CDP, Arizona",28021,NA,0.54983922829582,508,12.9982837528604,0,0,0.533118971061093,0.15112540192926,0.622508038585209,0.466881028938907,0,0.32604501607717,0.295176848874598,0,0.1491961414791,0.697749196141479,1555,0,0,0.653061224489796,49,0,0,0,0,1,0.346938775510204,2009,0.606418318290527,0.639057487710877,NA,17907.0298631465
"0420750","Duncan town, Arizona",33750,755,0.36,246,13.7621621621622,0,0,0.558461538461538,0.0215384615384615,0.264615384615385,0.441538461538462,0.123076923076923,0.0138461538461538,0.3,0,0.224615384615385,0.969230769230769,650,0,0,0.0980392156862745,51,0,0,0,0,1,0.901960784313726,2009,0.606418318290527,0.639057487710877,457.845830309348,21568.1902102421
"0420960","Eagar town, Arizona",46989,617,0.160064859856382,1478,13.8087284482759,0,0,0.522585128561501,0.0282603659949039,0.164697706740792,0.477414871438499,0.0134352559647904,0.0349779939772991,0.254574936298355,0,0.241602965022006,0.965022006022701,4317,0,0,0.0633245382585752,379,0,0,0,0,1,0.936675461741425,2009,0.606418318290527,0.639057487710877,374.160102385255,30028.6722900464
"0421310","East Fork CDP, Arizona",17333,297,0.715425531914894,224,12.7284946236559,0,0,0.493115318416523,0,0,0.506884681583477,1,0,0.134251290877797,0,0.296041308089501,0,1162,0,0,0,68,0,1,0,0,0,0,2009,0.606418318290527,0.639057487710877,180.106240532286,11076.7834344926
"0421537","East Sahuarita CDP, Arizona",35638,673,0.319677635997314,485,11.79704595186,0,0,0.508394895903291,0.247145735392881,0.705171255876427,0.491605104096709,0,0.380792478173271,0.263935527199463,0,0.264607118871726,0.619207521826729,1489,0,0,0.521739130434783,92,0,0,0.423913043478261,0,0.576086956521739,0.478260869565217,2009,0.606418318290527,0.639057487710877,408.119528209525,22774.7307470402
"0421800","Ehrenberg CDP, Arizona",28977,801,0.401680672268908,327,11.6834677419355,0,0,0.559663865546218,0.0991596638655462,0.132773109243697,0.440336134453782,0.0252100840336134,0.0991596638655462,0.252100840336134,0,0.515966386554622,0.87563025210084,595,0,0,0,177,0,0.0847457627118644,0,0,0.915254237288136,0.915254237288136,2009,0.606418318290527,0.639057487710877,485.741072950712,18517.9688213981
"0422150","Elgin CDP, Arizona",46875,NA,0,123,14.9491525423729,0,0.00732600732600733,0.384615384615385,0.0293040293040293,0.113553113553114,0.615384615384615,0,0.0732600732600733,0.424908424908425,0,0.0512820512820513,0.926739926739927,273,0,0,0,7,0,0,0,0,1,1,2009,0.606418318290527,0.639057487710877,NA,29955.8197364473
"0422220","El Mirage city, Arizona",50411,1083,0.332616250206851,6480,12.8459480418767,0.0136090782008059,0.0869994243894417,0.514308033878793,0.204012827892443,0.472494038319217,0.485691966121207,0.0217498560973604,0.311405312063153,0.196529890633994,0.00505714990543541,0.283693775182962,0.585848203272757,24322,0,0.172941176470588,0.454705882352941,1700,0.03,0,0.288823529411765,0,0.508235294117647,0.347058823529412,2009,0.606418318290527,0.639057487710877,656.75103870864,32215.527012993
