"block_geoid","evict_count"
40131115024,3
40130610381,29
40131055022,201
40136189005,147
40131075003,30
40131067013,69
40131108011,30
40134221052,51
40138126001,24
40131121002,7
40134215013,25
40131132042,13
40130927101,38
NA,7
40138152022,22
40136113003,36
40130610312,47
40136117001,5
40133184006,24
40130820162,196
40136148001,41
40134226362,27
40136107003,4
40131164003,15
40131074031,49
40136133001,2
40130820221,32
40138156011,23
40134218023,23
40138169021,20
40131168002,2
40138154011,76
40130610623,34
40130923092,8
40131089013,11
40131157004,42
40131104003,10
40130609043,18
40131108021,18
40131097023,7
40132175012,18
40132182001,12
40134226201,5
40131094023,6
40131129003,60
40130715121,14
40131144011,11
40131032143,4
40136184001,11
40132180001,3
40136178002,4
40134217021,7
40132179003,26
40131096031,6
40131059002,35
40130506171,26
40135230051,6
40130610131,15
40130507023,16
40133192013,13
40131082002,6
40130923071,140
40133197061,54
40130405025,19
40138119001,38
40130820232,14
40131125162,17
40131088021,22
40132168502,27
40134226232,36
40132168131,10
40130610403,8
40136180003,4
40131166072,24
40131125153,13
40131125151,20
40131140003,32
40131100021,8
40134223012,36
40131084001,66
40131051024,6
40138111001,29
40131169001,28
40131048012,11
40131127002,27
40130304023,3
40131125081,14
40131168004,9
40131047021,34
40131125121,4
40132168101,4
40131123012,5
40131123013,6
40130405402,24
40131160003,16
40130715033,3
40136137001,5
40131166062,41
40131166121,31
40136161001,14
40132168401,10
40136152023,27
40132168381,15
40131166203,13
40132175013,23
40131166182,31
40130612001,19
40130820273,7
40134222171,9
40138145001,8
40130822072,12
40138127002,19
40134205032,18
40131101001,38
40134224032,7
40130609013,13
40135231043,49
40131099001,4
40131095001,11
40130923083,9
40130715143,42
40130924021,6
40130610521,18
40130506191,6
40130610354,27
40138145004,1
40130820262,18
40131166051,16
40130610502,6
40130822061,43
40130820201,9
40130610151,17
40130609022,8
40131126012,4
40130927092,10
40131115011,14
40136123011,16
40131112031,109
40131140004,5
40131104002,35
40131160004,19
40130610333,14
40136167003,14
40130715111,65
40130610393,15
40130719094,4
40130610353,11
40132183002,21
40131042214,8
40130610402,6
40136193001,3
40133197083,20
40134219012,36
40131166071,19
40131173002,17
40134226421,59
40130923074,41
40133189004,23
40131059001,66
40138116002,7
40131097031,5
40131166202,5
40134201151,11
40130609033,20
40138146001,13
40130926002,26
40131167352,28
40130923093,4
40130609021,14
40131092003,65
40130719122,18
40130405022,6
40131166061,11
40131156001,16
40131098023,9
40131166211,75
40136174001,1
40130820282,10
40138171012,5
40138169012,9
40131125181,25
40130610592,19
40130610153,7
40130506172,10
40131166161,16
40130506203,17
40136149002,2
40136103021,2
40130506111,15
40130610141,7
40131047022,30
40130927081,23
40131116011,18
40133192014,33
40131123021,32
40130715031,1
40133197071,7
40132181002,10
40134225012,30
40131138004,36
40131096023,7
40130610113,31
40130822062,10
40131042154,1
40137233071,3
40130506152,15
40134202061,9
40134223091,2
40130610582,7
40134202023,2
40132168541,10
40134225033,1
40132168531,9
40130610561,5
40131036042,3
40131042051,8
40131163001,12
40131125223,28
40131048024,6
40131061002,28
40134225041,2
40134222213,31
40134222093,11
40134211012,9
40130928012,12
40134222212,1
40131045022,32
40130506201,21
40132171011,1
40130715062,3
40131096033,9
40131167193,9
40134224041,10
40138133001,1
40130927192,9
40131125021,18
40131101004,7
40131097051,1
40131116023,19
40131069001,8
40130608012,46
40131125022,5
40131032142,3
40134223023,4
40131047013,3
40134216021,15
40134208003,23
40134223083,7
40210009041,10
40131166102,25
40131097021,10
40130610412,8
40130610292,8
40136137002,4
40130506213,19
40130715093,3
40131166053,17
40130405323,11
40131124013,16
40136145004,7
40130822112,8
40130822102,13
40131070021,15
40131167361,19
40135229043,12
40138152012,33
40138143001,12
40138151001,10
40132168562,1
40134226363,1
40134202144,12
40134207071,4
40130405413,2
40136103011,1
40133199043,3
40130830005,2
40133184001,30
40132168573,9
40131135021,43
40136103022,4
40136176002,10
40131166054,13
40131159002,27
40138126003,12
40130405412,2
40138172005,1
40134225132,4
40134226401,7
40134226591,40
40130717023,1
40134206041,3
40134226323,1
40134222161,3
40131149003,1
40134225043,20
40134207081,1
40131048023,1
40130715094,64
40130610372,8
40130820092,8
40130506162,71
40136170022,6
40132178003,9
40134219023,10
40131049004,2
40133200074,16
40133192011,26
40134201043,6
40130822043,12
40134207093,4
40131033061,25
40137233051,6
40134225063,1
40131143022,4
40132169012,21
40131100012,21
40131042172,35
40135230071,4
40131125071,18
40134226253,4
40134223013,4
40130610612,10
40130719032,7
40134226291,5
40134225011,3
40134202161,4
40130610152,17
40131033023,43
40131042124,11
40130405394,4
40130719101,7
40131149001,29
40138103004,4
40130405331,10
40131167323,3
40131164002,30
40130608022,72
40138176001,1
40131037012,4
40131068011,71
40131048021,4
40138159011,27
40130822071,17
40131129002,19
40136157002,44
40131126024,22
40130610571,15
40130822083,5
40210002171,20
40131113004,5
40131069004,6
40134224033,5
40136159003,12
40130610313,5
40130610361,5
40134221044,34
40131035013,12
40138156023,2
40131096042,10
40130715141,3
40131165001,5
40131044011,15
40136164005,4
40131114012,31
40131042171,7
40130506114,5
40136166001,5
40136173001,14
40130820122,26
40134223054,8
40130507013,5
40131135033,3
40131042242,9
40138119004,14
40138117002,6
40134222032,22
40131052003,16
40131126011,37
40133194042,8
40130931051,16
40130405396,7
40131100011,5
40135231042,7
40130507024,6
40131154001,6
40133199021,16
40137233044,3
40134226252,12
40134226222,32
40130716002,22
40130923052,20
40131071021,26
40131157002,35
40130304013,1
40131051022,2
40130405311,31
40136193002,10
40130506181,6
40132181001,19
40130609031,11
40130719141,2
40130405382,10
40134218022,6
40134226361,8
40138152032,12
40131106003,16
40134219011,6
40130820082,3
40134203011,7
40131127001,4
40131133013,11
40133199052,4
40132168412,10
40136115001,1
40130719031,7
40131042071,2
40134225081,23
40138122001,17
40138169031,5
40131166191,8
40130932002,50
40134224042,10
40130506121,9
40131084004,16
40131032082,28
40134224011,28
40131158021,13
40134201142,7
40138113001,3
40136122002,15
40130715124,5
40134207063,1
40130923072,11
40133199103,2
40131042122,16
40134226404,9
40133191041,14
40131042253,3
40134226381,26
40131083013,15
40134225122,3
40134225034,6
40131065021,28
40135231044,7
40131076011,18
40134219024,26
40135230024,4
40131136012,2
40130405252,1
40134226273,11
40134226371,3
40131125243,2
40138122003,5
40131051012,1
40130610311,55
40130610551,21
40131125172,12
40130931012,10
40130608011,14
40131118002,10
40131086024,42
40130719092,4
40131125201,10
40131035012,8
40131032164,14
40134207092,2
40130820071,11
40131097052,5
40131107022,9
40130927181,10
40131056011,9
40134226212,5
40133194033,3
40131122012,9
40136164001,5
40134226543,3
40130610511,16
40130610611,13
40131167322,6
40133199041,12
40131042263,55
40136166004,6
40134225093,5
40130923084,11
40130925003,5
40131042182,3
40130506202,4
40136137003,6
40132168592,4
40130931063,7
40130820102,26
40131036141,7
40131057012,6
40131132043,3
40136181002,3
40138111002,11
40130610431,12
40130506151,7
40130609041,3
40138124003,4
40131167273,4
40134203022,14
40136118002,7
40131167071,4
40130405352,5
40134222202,4
40130507011,7
40130610202,4
40136183002,1
40134224031,5
40134213023,28
40131136022,15
40130610322,15
40131042231,7
40134218012,11
40131097022,6
40130506092,16
40130506141,2
40130610442,7
40131124023,4
40134219022,4
40136124022,4
40131043011,7
40138156021,7
40132168263,3
40136135003,4
40130923094,8
40134201162,7
40135229032,7
40134226153,4
40134225021,4
40134226152,5
40134225141,4
40138157002,10
40134207041,20
40130608015,5
40134207103,25
40138171023,6
40131083012,8
40130927172,12
40136134002,7
40130820263,8
40134201102,2
40134226432,3
40130612003,4
40131085012,14
40134226433,2
40134221045,5
40130610211,3
40131162022,4
40131167142,1
40131167371,4
40132168561,1
40130610371,15
40130924023,7
40130715102,1
40136142003,8
40130719133,3
40138159022,1
40133197052,7
40131075001,1
40130506094,13
40132177003,11
40131051023,3
40131035022,6
40131136011,27
40131083022,16
40136145002,5
40135229012,60
40134222191,3
40138109004,8
40135229031,14
40136113004,1
40137233112,8
40131117002,3
40131096041,7
40134223011,4
40130610641,26
40134204022,13
40136145001,8
40134226173,6
40138122005,2
40250014021,1
40136166002,6
40130506182,12
40131122023,3
40133184003,5
40138162001,1
40131167103,2
40131072012,9
40131117003,7
40131167141,3
40131077005,9
40131047023,23
40131058001,4
40134201071,4
40132168521,2
40134217012,5
40130715131,2
40130610373,5
40130610272,5
40130822121,26
40134202082,6
40134226393,6
40130610143,3
40138128023,1
40135230061,7
40136118003,4
40136118001,9
40130718012,2
40134201153,6
40131144021,14
40131144022,7
40134204011,11
40134207051,2
40130405142,3
40131162021,5
40132168522,2
40131088022,5
40134212013,4
40131036142,1
40130820081,4
40131081001,14
40131110005,2
40136102012,6
40130719034,3
40136114002,2
40130820233,15
40138147002,6
40132168534,2
40132168393,1
40131037022,4
40134201121,1
40130718024,1
40131040003,9
40135230022,4
40134207082,2
40134226091,5
40131162024,4
40137233042,2
40134201073,2
40133185011,4
40136104002,4
40136175002,4
40130925004,3
40130610492,10
40130822052,5
40131036051,4
40130610462,9
40131032101,5
40132168191,1
40136164004,3
40138145003,1
40133199033,12
40131070011,7
40131036123,4
40138154021,11
40132168601,8
40131162041,7
40131163002,7
40138171021,12
40138160011,3
40131042213,4
40136180002,7
40133198021,5
40132176001,23
40136155002,1
40130715064,4
40130715103,1
40131042155,4
40136169001,6
40131146001,11
40131090023,1
40134205051,28
40131053001,1
40130715123,6
40134226402,2
40131067031,3
40130405023,5
40130506042,1
40130822101,9
40131068021,23
40134226071,5
40132168221,1
40131124022,2
40131173001,2
40130718021,4
40134213032,5
40131138005,10
40131036092,8
40131121001,3
40138115001,7
40130719112,3
40136198001,2
40132168321,3
40135230052,14
40138168003,5
40134202063,1
40136194003,11
40136162001,5
40131042042,10
40131065023,33
40132168333,15
40136117002,1
40130820161,15
40138106001,1
40138132001,2
40132172042,10
40130610491,5
40131129001,12
40130610463,7
40130719153,7
40136143002,1
40134224023,11
40134217022,6
40136143003,1
40131042262,1
40131167311,1
40131094021,6
40136158003,3
40133191043,20
40134221042,24
40130927162,9
40130719131,20
40130820202,4
40132170016,2
40138103001,1
40130405301,5
40134223041,11
40131073003,10
40131135032,34
40130931061,3
40136126002,2
40132168073,2
40138132002,1
40130927232,14
40130719036,4
40130925001,2
40133200022,5
40131042212,6
40133195001,14
40131132022,13
40130506041,4
40136157001,3
40131074013,9
40135231024,10
40130822111,13
40136138002,4
40132168322,1
40132169021,2
40138134003,1
40134202104,8
40134221021,5
40138108001,20
40130923091,4
40136136021,3
40138162003,4
40136136012,7
40132168533,1
40131042192,7
40130822131,3
40132175021,4
40131112014,6
40131032111,1
40134222271,8
40130610261,4
40130608014,3
40136159001,4
40138104003,2
40138160012,4
40135231023,5
40130405151,8
40134222101,3
40138141002,7
40130609012,9
40134226171,5
40131096012,45
40134226472,2
40130609032,4
40137233101,2
40136146013,3
40130610342,9
40131172003,3
40136118004,3
40134226292,4
40134201092,26
40132168532,6
40138114004,3
40135228021,20
40134226102,2
40131094022,7
40131166205,4
40136190002,1
40136125002,1
40131032122,2
40136117004,1
40134211023,3
40130507022,13
40138160053,1
40133189003,6
40134202163,2
40131043012,9
40130610203,3
40131091022,5
40134214001,8
40131104004,12
40131041003,3
40131148003,3
40131042252,1
40130304012,2
40132182002,5
40134226341,5
40131140002,3
40134212021,2
40138154013,1
40136181001,4
40131056021,6
40134201131,11
40130507021,2
40137233041,5
40130101031,2
40134220022,4
40131167191,8
40138171033,10
40130822042,3
40132169022,20
40131042072,4
40134217023,7
40131143021,18
40132177002,1
40132170023,1
40130610414,7
40134207091,13
40133194011,1
40136165003,6
40131096032,3
40130715044,1
40132168071,1
40132168591,1
40138154023,4
40138117003,19
40136197002,3
40131108022,16
40131166171,4
40130405024,2
40136175001,1
40131042264,5
40131047012,4
40136182001,2
40135229041,7
40131110003,5
40131052002,3
40131096034,4
40134201041,5
40136179003,3
40134226262,5
40131033031,3
40131163003,7
40130610317,7
40136174004,1
40136149001,4
40131152003,5
40134202103,1
40131167152,1
40136135002,5
40136185001,4
40131042211,2
40136189004,1
40136105004,4
40138114001,6
40136109011,7
40136100011,2
40134222132,1
40134223053,21
40136148002,5
40138131002,2
40134202131,6
40133196002,5
40130923081,11
40130610411,6
40138164023,2
40134226213,3
40130610391,4
40132168201,1
40130610512,3
40131061004,3
40131036113,2
40134201051,2
40138156022,1
40130405361,4
40130820021,11
40138114003,1
40131125173,16
40138114002,1
40138130001,2
40131042162,2
40131082001,3
40131138003,5
40134226251,3
40134226151,13
40134226481,7
40130927093,5
40131148001,11
40131152001,2
40210002251,1
40136102011,2
40131122022,2
40132168571,2
40132168072,1
40138159012,2
40131042053,1
40131119003,3
40133196003,4
40134225123,3
40138160023,1
40134223014,3
40136139003,3
40130610315,6
40134226542,1
40138135003,3
40136151001,4
40131052001,2
40131125163,10
40136105002,4
40159536021,1
40130610443,15
40134201152,9
40134226242,5
40134223022,3
40130822091,5
40136153001,4
40134226281,3
40130405141,1
40130718023,1
40138148012,7
40134226541,1
40132168062,1
40134222111,3
40136172002,3
40136139002,2
40132170024,3
40131033022,3
40132168332,2
40132168392,1
40138160051,1
40131123023,9
40131101003,3
40134223072,1
40136144001,1
40130610294,4
40132171012,5
40130610101,2
40136190001,2
40131099004,4
40130610451,5
40136187002,3
40131097041,5
40132168421,1
40131118003,2
40138141001,1
40138119002,1
40130610622,4
40134207102,3
40131061001,4
40131111003,1
40134201111,2
40130923062,11
40130927202,3
40134202071,2
40130405354,2
40138170002,1
40131167084,2
40131137021,6
40136102023,1
40131167281,1
40138121002,2
40130614011,2
40131036074,1
40138136001,7
40130610324,4
40134202141,5
40135229033,7
40131036063,5
40138164011,1
40130715051,9
40138116001,2
40131165002,17
40138176002,9
40132168511,2
40134225121,2
40136100023,1
40131166103,8
40133199051,3
